review,rating
Love this product.. Must buy this if u r searching for a smart band.. Buy this without any hesitate and has superb battery lifeREAD MORE,5
very nice smart band overall very good performance very goodREAD MORE,5
Its nice and looks rich on hands. Screen is very good. Overall its nice to buy.READ MORE,1
"Almost same features like old ones, but for colour the prize is high. We can put out own photos in the display, that is the only plus point. Battery comes around 15 days, still it's goodREAD MORE",4
Wow superb quality and service packages is so nice thanks for FLIPKART and very very fast delivery am so happyREAD MORE,5
Amazing product just go for it blindly. Thank you flipkart so so much. Best band ever. It was also packed so nicely rhat I don't have words for itREAD MORE,5
"It's really a good product at this price range. We get all the features like stopwatch,timer, alarm, footsteps, calories burned, different activities,etc. We can also create our own custom watch face like the one in mine. Comparatively this gives more discount than the market price. Thank u flipkart for this 😍😍🥰.READ MORE",5
Very good band.Touch response is also good. Best band available in market right nowREAD MORE,4
I am happy with it for it's more than 20 days battery life and all other features it provides..Go for it if you want budget friendly smart watch...READ MORE,5
A very nice product this is the thing that i have been looking for its for me its better than every bandHoping mi band 5 will be awesome i suggest you this is worth buying!!! 😎😎😎READ MORE,5
This is my 2nd mi smart band from mi. Earlier i was using mi band 2 that had very good battery life. But that thing died within a year. Also the quality of that band was not that good. Also if u buy the bands separately they are very expensive / are not that good quality. Now i am using this mi smart band 4 after my mi band 2 died. I charged its battery but that didn't came back to life. So i had to purchase this one. Battery of this is also very good. Heart rate sensor & pedometer not very a...READ MORE,4
Very good product I think everyone like this.VeryGood battery backupVery good skin touchOperating system is very goodSpecial thanks to Flipkart for presentation a very nice smart watch.READ MORE,5
1.Battery capacity good 🔥🔥🔥2. unlimited watch faces..🥰.3.looking stylish 😎4. ❤️ Heart rate monitor not accurate5. steps also not accurate counting😣6. Music control option nice7. notification all call message shown nicely 🥰READ MORE,4
Go for it. ✔ Very good battery backup. ✔ Accurate step counter. ✔ UI of the band and Mi fit app both are user friendly. ✔ Accurate heart rate monitoring✔ Multiple number of workout modes which can be set as per users convenience.READ MORE,5
Good product very nice and charging super and good 21 days Battery life good and awsomeREAD MORE,5
Perfect as always ❤️.... Flipkart never Fails in giving their best of service to us... thank you Flipkart...and the delivery person was also very polite and prompt.READ MORE,5
"I'm very happy with this band. Flipkart provide me very fast delivery, I've received my parcel exact next day of order placed. Thank you flipkart.READ MORE",5
Superb product form MI again. I was using the MI Band 2 then 3 and now 4.. all of them came with very good improvements. Great quality and very good price.READ MORE,5
"Great product. Awesome look . I'm really like it. Functions are so cool. The battery backup it's too good. I'm continuously using it for 2 days after a full charge, till now it has 92% battery. Just mind-blowing. And also quick delivery, good packaging by Flipkart. Thanks Flipkart.🥰🥰READ MORE",5
It's a nice product . Best for buying in 2020 now I have been using it for 3 months . It's a great useful product for people are planing to loose weight .READ MORE,5
very good on time delivery super good Flipkart.. Kept it up the good workREAD MORE,5
Best band ever it's battery is awesome. If you are searching for smart band then buy mi band 4.I was confused which to buy mi band 4 or Honor band 5.But Mi band is worth every penny.READ MORE,5
Battery backup is very good and other activities are pretty good and it looks very stylish . I am satisfied with my it 😊READ MORE,4
This is a very good band for pepole who are looking for a smart band with great quality. But the heart rate is not accurate and it depends on our wearing but for me its ok. And the battery lige us super awesome i charged two times in 2 months and the batterey was not completed in one month also after one nonth the battery was 25% its super awesome and it has the feauters like a Smart Watch It can show the Weather Reminders Messages So I Think You Should Take Its A Quality product from MIREAD MORE,5
Best product.  I loved it.READ MORE,4
So sweet 😍 of toREAD MORE,5
Truly amazing thanks Flipkart for delivering before time and 100% original and I recommend people to go for it.READ MORE,5
NiceREAD MORE,4
Nice ProductREAD MORE,5
"Tremendous battery life! Lasted 23 days since 1st charge (Without 24x7 heart rate monitoring)Waiting for the update that'll include ""Call accepting feature"". Somebody please mail to xiaomi to add this feature in next firmware update! 😜READ MORE",5
Great. I used sleeping assistant and it was awesome. Many watch faces are present. Using the features with fun and smartness.READ MORE,5
AwesomeREAD MORE,5
Superb watchREAD MORE,5
this was the my best fitness bandREAD MORE,5
It's greatREAD MORE,5
Excellent product With good packing I have used today with good resultsThank you flipkartREAD MORE,5
Gd productREAD MORE,5
Nice ProductREAD MORE,5
Classy productREAD MORE,5
fabulousREAD MORE,4
"The best band ive ever seen and the display is hands down one of the best and u will feel the display whenever you wake the screen, just buy it,  ignore all negative reviews,  think positive and the watch faces on this is out standing in mi band 4 watch face appREAD MORE",5
Excellent band...... Iam happy with this... U don't regretREAD MORE,5
Fabulous bandREAD MORE,5
Amazing this band have also amazing hidden featuresREAD MORE,5
Osm smart band 4 SuperREAD MORE,5
AwesomeREAD MORE,5
Superbbb...nyc 👌 👌👌..thnkxx Flipkart..for fast delivery....😍😍😍READ MORE,5
Wonderful✨😍READ MORE,5
"Tremendous battery life! Lasted 23 days since 1st charge (Without 24x7 heart rate monitoring)Waiting for the update that'll include ""Call accepting feature"". Somebody please mail to xiaomi to add this feature in next firmware update! 😜READ MORE",5
Very nice product and battery service is good and  looking very niceREAD MORE,5
Good productREAD MORE,4
this was the my best fitness bandREAD MORE,5
good productREAD MORE,5
"Nice band, really useful for daily activity tracking.READ MORE",4
Nice product frnds must buy this .READ MORE,5
"Awesome band , i using it for my exercise time..READ MORE",5
Nice product frnds must buy this .READ MORE,5
"Awesome band , i using it for my exercise time..READ MORE",5
So stylish Band...READ MORE,5
Good product better service than mi storeREAD MORE,5
Good product and fast delivery flipkartREAD MORE,5
Worth buyingREAD MORE,5
Very good quality... loved it!!!READ MORE,5
riding on bike also counted as steps. Even small movement of hand also counted as stepREAD MORE,2
Very nice produced of this price.. ??READ MORE,4
Very nice 👌👌👌 it's awesomeREAD MORE,5
Ture on its terms it is.Simply awesome and very easy to use.READ MORE,5
"It's looking smart.All the features are working properly with my MI phone except incoming call notification.In spite of giving autostart and no power restriction permission,it is getting problematic.When the period of bt connection is long enough,the band is not receiving incoming call notification.It need the phone reboot to fix the problem.But the battery life is awesome.READ MORE",4
Super lovelyREAD MORE,5
Nice bandREAD MORE,5
"Best smart Band , super quality, working perfectlyREAD MORE",5
The product is very nice....READ MORE,5
GoodREAD MORE,5
Its display is totally gone and shows that only when in charging else its dead don't waste money over it .. So disappointed with flipkart.. I'm not even getting replacement or refund even after doing the whole procedure .. So cheap product and the worst experience on flipkart  worstREAD MORE,1
Most selling band in India. Battery backup is the best. Great product. Go for it. Happy with ekart delivery partner.READ MORE,5
Very bad Mi band 4 counting steps while drivingREAD MORE,1
Nice productREAD MORE,5
My favorite band and so beautiful display must buy this product. ?READ MORE,5
Very nice productREAD MORE,5
Fantastic product 👌. Gd looking and so smart . But there are only chargeing problem. Battery quality so fantastic.READ MORE,4
Good if u r looking for this kind of band u can trustREAD MORE,4
Battery backup is good. Value fir money productREAD MORE,5
Awesome smart bandREAD MORE,5
Thanks for the flipkart for the early delivery >Worth band>Excellent battery life..for the first 3 days battery down to 100 to 92 % only >Good Display >Good Accuracy level 4.5/5READ MORE,5
Thank you  flipkartREAD MORE,5
Nice bandREAD MORE,5
Nice bandREAD MORE,5
Love it awesome band.. 😍😍😍😍READ MORE,5
Mast fillingsREAD MORE,5
Good  one for moneyREAD MORE,5
Very nice product andREAD MORE,5
Awesome 😍READ MORE,5
Super great battery life  I like it value of moneyREAD MORE,5
"Best in class congratulations who delivered thank you,,,,,READ MORE",5
Product is   Awesome    and the delivery man is so much kind and good thank u mi for this band and FlipkartREAD MORE,5
Super duper hit band good very smart designREAD MORE,5
Excellent.❤️❤️❤️READ MORE,5
Awesome band perfectly shows heart rate  very much impressedLook what after 20 days continuous usageREAD MORE,5
It's very good 👌😊READ MORE,5
It's not a very good product I will say .It's a average band it doesnt give more detailed information about sleep and I don't know it's pedometer and heart rate monitor are accurate or not.The band doesn't vibrate for long time even in the reminder section it vibrates just for few seconds after that it stops.So guys I am not deeply satisfied with this product.READ MORE,3
SuperREAD MORE,5
Really superb band... Worth for moneyREAD MORE,5
This band was not track your foot steps  and it is not good it is use only timing please do not buy  it was not good  please do not waste your time and money it was not goodREAD MORE,1
The watch is good and exquisite no doubt  !! But the delivery too time consuming....READ MORE,5
Nice productREAD MORE,5
I got the second copy of the watch...it was worst...even the touch was not good...READ MORE,1
Nice quality. Looks very good. Battery service is excellent.READ MORE,5
NiceREAD MORE,5
"Works as expected, though I did face some issues in getting the setup with the phone done. Had to charge it fully before I could pair it, but after that it's working fine.READ MORE",4
In water it was running buy it self without touchingREAD MORE,3
It's good Band and serves the purpose.READ MORE,4
Nicely done dhREAD MORE,5
GreatREAD MORE,4
It's amazing 😍😍😍READ MORE,5
Nice  productREAD MORE,5
Good 👍READ MORE,4
Super 😍😍😍😍😍READ MORE,5
NiceREAD MORE,4
Must buy productREAD MORE,5
Super band 👌👌👌👌Look good 💯💯💯💯 I am happy 🥰🥰🥰🥰READ MORE,5
My favourite smart watchREAD MORE,5
Price are too much high ...READ MORE,2
SuperREAD MORE,5
NiceREAD MORE,5
Nice one!READ MORE,4
Love iyREAD MORE,5
The band is really nice and I love itREAD MORE,5
Nice bandREAD MORE,4
BATTERY I WORST.BATTERY GOES ONLY 2 DAYS  ON 100% CHARGE AND ALARM IS WORSTAND CYCLING WORKOUT IS NOT WORKINGREAD MORE,1
"Calorie burn is not calculated that accurately but the steps completed is absolutely to the tee. It's a great product. Completely waterproof and very lite and comfortable to wear. Stylish. Overall, a complete steal in these price rangesREAD MORE",5
Good product 😍❤️READ MORE,5
AwesomeREAD MORE,5
Its Really Amazing❤ We Both Loved It soo much✨️READ MORE,5
MiREAD MORE,5
Delay receiving call notificationsREAD MORE,1
DO NOT BUY. It's a Ripoff. Not a genuine mi product. Even the sensors dont work.READ MORE,1
Helpless productREAD MORE,1
Good product and also good delivery boy but I have a objection to Flipkart that I have purchased it today and after my purchase it's price dropped by 300.So it's a loss of 300.READ MORE,4
Super gadgetREAD MORE,4
Value for moneyREAD MORE,5
Nice product 1 month battery lifeREAD MORE,5
They say it scratch proof but I just mistakenly dropped it on a bed and it's has 27 scratch but it's water proof i cheked and yeah it was water proof  and the display and touch screen was awesome that's why I gave 4 starsREAD MORE,4
Just Amazing..READ MORE,5
Highly recommendedREAD MORE,5
Super good but not excellentREAD MORE,4
This is very nice band. I love this bandREAD MORE,5
Everything in this watch is nice but sometimes it doesn't respond.READ MORE,3
I bought it but it was did not connect to mifit appMay be it's a duplicate product there is no mention mi any where in watch With out connection of phone it showing timeREAD MORE,1
Nice product from mi. It suits on my hand. Perfectly working.READ MORE,4
Never buy this band from flipkart.If you have any issue they will never return the product.Worst product I received from flipkart.They don't have better return policy.Very much bad experience from flipkart.READ MORE,1
Device is ok but strap is out of the shape....not satisfied....not worthy of prize....return policy do not workingREAD MORE,1
Nice product with more features battery backup is also near about 10 daysREAD MORE,4
Awesome battery...good go for itREAD MORE,5
Awesome Products show real time location and And show heartbeat simply connect to mobile display features is cool set your favourite imageREAD MORE,5
Amazing watchREAD MORE,5
Nice watch....... Good...... 😊Nice product ....... Just amazing.........READ MORE,4
GoodREAD MORE,5
Good productBut still need some optimizationREAD MORE,4
"I installed mi fit app and in add account option I have selected my google fit account, I added google fit to it ,but it does not syncing with Google fit app. Steps in mi fit app are different that Google fit app, what should I do now?READ MORE",3
NiceREAD MORE,5
Nice Product In Valuable Price... All over good experience.READ MORE,5
It is best .READ MORE,5
GoodREAD MORE,4
i have also used mi band 3. band 3 compare to band 4 is upgraded. it is very useful.READ MORE,4
You should buy it definitely.READ MORE,5
Nice to buy .... Good battery life upto 7 days and features.READ MORE,5
You should buy it definitely.READ MORE,5
Nice to buy .... Good battery life upto 7 days and features.READ MORE,5
Best from the restREAD MORE,5
Super product nycREAD MORE,5
"Good product, Wallpaper are very awesome👍👍👍, worth money💵💵💵💵💵🤑READ MORE",5
Fantastic watchREAD MORE,5
Good product.but little bit issue in accuracy.mi app work with it properly.READ MORE,4
Superb qualityREAD MORE,5
build quality is really good and the delivery is super fastREAD MORE,4
Awesome performance 💙❤️🤟READ MORE,5
Superb.. 💜READ MORE,5
Nice productREAD MORE,5
Battery life is ok however it doesn't give the accurate distance that you have covered.better go for any other brand.READ MORE,4
Best product..READ MORE,5
AmazingREAD MORE,5
Flipcart palicy is verry badREAD MORE,1
Bad productREAD MORE,1
Super product must buy super batteries life with connect to phone 16 days without connecting phone 22 days super 👌👌👌👌👌👌👌👍READ MORE,5
Battery backup is worst. Every day charging needed.READ MORE,1
Very good productREAD MORE,5
Worthy......READ MORE,5
Good battery life. Heart rate monitor is not working properlyREAD MORE,5
Amazing product 🎯😇READ MORE,5
Nice lookingDelivered in 3 day Thank u flipkartREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,4
Great band as it's predecessors but a little over priced.READ MORE,4
Good .READ MORE,5
Awsome band.. it's totally worth it.. everything is great.. touch display is so sensitive which makes it more perfect..READ MORE,5
"Good, lighty weight...READ MORE",4
Good 1READ MORE,4
It's good.I recommend it to others..go for it guysREAD MORE,4
"Nice watch , battery back up excilentREAD MORE",5
Battery backup is really great. Fully satisfied.READ MORE,5
still more features should be added.READ MORE,3
Very nice band good workingREAD MORE,5
Must buy worth the price..READ MORE,5
Nice bandREAD MORE,5
Exleant watchREAD MORE,4
NiceREAD MORE,5
Really it's so good but charging time too lateREAD MORE,4
Battery duration is worst the company claiming battery life about 20 days with in single charge but mine completely dried with in 4 to 5 hours therefore the stage of not paired on my phone it is very disappointedREAD MORE,1
"not good as expected battery is draining,  when recieved battery was dead again i chargedREAD MORE",1
Very bad battery bakup  100 % chrg  only use few hours very bad product mi band 4.........😖😖😖 do not recomend to any oneREAD MORE,1
not by battery 2 days charge onlyREAD MORE,1
wonderful  😍😍😍READ MORE,5
"After using for 2 days, the device went off and is not turning on againREAD MORE",1
it's very bad when I went to the return itis not showingREAD MORE,1
"Battery not as expected,READ MORE",2
Awesome productREAD MORE,5
Poor battery performance Waste of moneyREAD MORE,3
Nice Mausam bheje 10 build quality niceREAD MORE,5
Worst product everREAD MORE,1
GoodREAD MORE,5
"Awesome product and fast delivery by flipkart ,battery backup excellentREAD MORE",5
Nice productREAD MORE,5
Good greatREAD MORE,5
Very nice product looks primiumREAD MORE,5
Nice watch it is fantasticREAD MORE,5
Not highly recommend.READ MORE,2
Nice❤️READ MORE,4
NiceREAD MORE,4
OkREAD MORE,4
It's not connectedREAD MORE,1
product lag so muchREAD MORE,2
My son is very happy 😍battery backup  hai 20 days....very good.... Thanks flipkart.... Delivery very fast only 4 days 😊READ MORE,5
Very attractive band but please add some more customisable wallpaperREAD MORE,5
this band is awesome😎READ MORE,5
awesome product..... mi band 4 love it.....READ MORE,5
"Not good,Scratch in the screenREAD MORE",1
Mi band 4 best bat🔋 life 7-10 dayREAD MORE,2
Not work goodREAD MORE,1
Ossam productREAD MORE,1
Not so goodREAD MORE,1
Not working for chargerREAD MORE,2
Excellent product thanks to flip kartREAD MORE,5
Just loved it ..Thankyou flipkart.READ MORE,5
Good productREAD MORE,4
Nice loking hendREAD MORE,5
Good productREAD MORE,4
It's AmazingREAD MORE,5
Good ...READ MORE,4
No Use ProductREAD MORE,2
Cheap qualityREAD MORE,1
GoodREAD MORE,5
Gud product but charege very low timeREAD MORE,4
Have been using for 2 weeks now. This band is awesome. But I don't know how to check my BP. Please guide me🙏🙏🙏❤️❤️❤️READ MORE,5
The display went off after using only for a few days.READ MORE,1
NiceREAD MORE,5
This product is very goodREAD MORE,5
Really Nice Product Value for moneyREAD MORE,5
"Good for activity ,,trackerREAD MORE",4
Prodect is damegeREAD MORE,1
SuperREAD MORE,5
Don't buy totally wasteBegger productREAD MORE,1
Super fantastic productREAD MORE,5
best oneREAD MORE,5
Very smartREAD MORE,5
"Yes It's Very Good But Seems To Be Like Small In Hand,Better Buy Band 5..READ MORE",5
"Charging cable 3rd class, broken within 24 hrs.READ MORE",1
Charged yesterday night at 8 pm 100%After 1 day  8 pm battery is 97%READ MORE,4
Satisfied for band and deliveryREAD MORE,3
Sufficient for the priceREAD MORE,5
Good product ....READ MORE,4
OkREAD MORE,4
NiceREAD MORE,5
Awful...Product was garbage just waste of incredible moneyREAD MORE,1
HotREAD MORE,4
Wonder fullllll😊😊😊😊READ MORE,5
As expectedREAD MORE,5
Nice lookingREAD MORE,3
Nice bandREAD MORE,4
Mi means always good.READ MORE,5
Loved itREAD MORE,5
It is very niceREAD MORE,5
Excellent productREAD MORE,5
Superb productREAD MORE,3
GudREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,5
Good productREAD MORE,5
Very bad product receiveREAD MORE,1
"The band works fine for showing the time and steps covered but there are only 3 skins available in the name of multiple skins. There should be more skins for better display. Above this the charging method is little bit tacky, you have to remove the digi capsule from thr band to charge it. Overall a good product for a person not so tech savvy.READ MORE",3
GoodREAD MORE,5
Not worthREAD MORE,1
"It is definitely a good product it values for money battery is one the main features it lasts upto 7-8 days with activity tracker,idle alert and heart rate monitoring is not up to the mark but it's good product can rely on it if you are searching for one it can be good option.READ MORE",5
Waste for money damage band reciveed don't purchaseREAD MORE,1
Very nice 👍👌👌👍READ MORE,5
Not badREAD MORE,3
Good productREAD MORE,5
Awesome watchREAD MORE,5
Worth for money really love this watch very much.READ MORE,5
GoodREAD MORE,5
Nice brandREAD MORE,5
OkREAD MORE,4
Good QualityREAD MORE,5
worst product is badREAD MORE,1
Good product heart monitoring wrong 112READ MORE,2
Battery backup is very good and other activities are pretty good and it looks very stylish . I am satisfied with my it 😊READ MORE,4
Excellent battery backup is very goodREAD MORE,5
Nice productREAD MORE,5
A one productREAD MORE,5
Touch Not working properlyREAD MORE,1
Excellent productI also bought grey bandREAD MORE,5
Good productNice qualityREAD MORE,4
Very good productREAD MORE,4
Not good productREAD MORE,3
Nice watch this is amazing.READ MORE,5
Amazing productREAD MORE,5
Nice productREAD MORE,5
It was to good but its screen is small not to much overall it was goodREAD MORE,5
Good defective chargerREAD MORE,1
Nice lookingREAD MORE,3
Nice bandREAD MORE,4
Mi means always good.READ MORE,5
Loved itREAD MORE,5
It is very niceREAD MORE,5
Excellent productREAD MORE,5
Superb productREAD MORE,3
GudREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,5
Good productREAD MORE,5
Very bad product receiveREAD MORE,1
"The band works fine for showing the time and steps covered but there are only 3 skins available in the name of multiple skins. There should be more skins for better display. Above this the charging method is little bit tacky, you have to remove the digi capsule from thr band to charge it. Overall a good product for a person not so tech savvy.READ MORE",3
GoodREAD MORE,5
Not worthREAD MORE,1
"It is definitely a good product it values for money battery is one the main features it lasts upto 7-8 days with activity tracker,idle alert and heart rate monitoring is not up to the mark but it's good product can rely on it if you are searching for one it can be good option.READ MORE",5
Waste for money damage band reciveed don't purchaseREAD MORE,1
Very nice 👍👌👌👍READ MORE,5
Not badREAD MORE,3
Good productREAD MORE,5
Awesome watchREAD MORE,5
Worth for money really love this watch very much.READ MORE,5
GoodREAD MORE,5
Nice brandREAD MORE,5
OkREAD MORE,4
Good QualityREAD MORE,5
worst product is badREAD MORE,1
Good product heart monitoring wrong 112READ MORE,2
SuperrREAD MORE,5
Excellent battery backup is very goodREAD MORE,5
Best as valueREAD MORE,5
Not good prideatREAD MORE,1
Nice I like itREAD MORE,4
Good qualityREAD MORE,4
WasteREAD MORE,2
GoodREAD MORE,5
Very niceREAD MORE,5
GoodREAD MORE,5
GoodREAD MORE,3
GoodREAD MORE,4
GoodREAD MORE,4
Awesome productsNicely work this productREAD MORE,5
Mind blowingREAD MORE,5
This is an amazing product...READ MORE,5
Osm..😍READ MORE,5
"Absolutely in love with this product. The step count is more or less accurate. It has tonnes of features including activity tracking, sleep monitoring and heartbeat monitoring. On top of that, it can help you with notifications from allowed apps on your phone. Although the screen is small, but you can sufficiently read any mails or texts. Over all, been using for sometime, and would recommend to anyone looking to start exploring the world of smart watches.READ MORE",5
"It's been 10 days using the band,  really satisfied with the productREAD MORE",5
NiceREAD MORE,4
Super hitREAD MORE,3
Awesome 🤩READ MORE,5
ExcellentREAD MORE,5
Same as shown the product is good...READ MORE,5
This is very good product I am very happy from Flipkart it is very fast delivery.READ MORE,5
Awsm❤️READ MORE,5
Smart band 4 is so GoodREAD MORE,4
NiceREAD MORE,5
SuperREAD MORE,5
Super 😘READ MORE,5
Good qualityREAD MORE,5
Loved it . ThankyouREAD MORE,5
Not goodREAD MORE,3
OkREAD MORE,3
Very very good bandREAD MORE,5
GoodREAD MORE,4
It's super can buy suitable for ages8+READ MORE,5
Very bad productREAD MORE,2
Very nice productREAD MORE,4
BestREAD MORE,5
Fantastic productREAD MORE,5
Its a ok type productREAD MORE,4
Very nice. ।।READ MORE,5
NiceREAD MORE,5
"Good quality, and thank you so much flipkartREAD MORE",5
Be careful....READ MORE,4
NiceREAD MORE,5
Wrost itme defected PC received from Flipkart very disappointingREAD MORE,1
Great at this prize ..specially the design 👍👍READ MORE,5
Nice productREAD MORE,5
Thank you Flipkart received on time Affordable price Great product and recommend to allREAD MORE,5
"Nice , Valuable of MoneyREAD MORE",5
Super qualityREAD MORE,4
GoodREAD MORE,4
GoodREAD MORE,5
bast watch i love itREAD MORE,5
Wow..READ MORE,5
Battery backup is just 5 to 6 hoursREAD MORE,1
My mi 4 band dead in 11days ..... totally wasteREAD MORE,1
Good ProductsREAD MORE,5
NOT WORTH Rs 2009READ MORE,1
Worst product… waste of money…READ MORE,1
Super product u can buy itREAD MORE,5
GoodREAD MORE,3
GoodREAD MORE,5
Good in this priceREAD MORE,5
Quality product. I am very happy with this product.READ MORE,5
"Delivered quickly,,,,impressiveREAD MORE",4
My son like it very thanksREAD MORE,5
Very nice 🙂.I love this productREAD MORE,5
Best bandREAD MORE,4
Quality his good and waterproof I have used inside the pool and many times in waterREAD MORE,4
Must buy product...nice one ...simply superb..READ MORE,4
❤️❤️👌🏼👌🏼 love itREAD MORE,5
Very nice product I love this bandREAD MORE,5
Wrost watch .....dont buy itREAD MORE,1
NiceREAD MORE,4
Lovely Product. But battery Backup is not as promised. Charged 100% and wearing from last 5 days for 24 hrs and today battery is 30%. So based on reverse calculation max it can survive upto 8 days.READ MORE,4
Superb osamREAD MORE,5
Very good 👍👌👍 excellentREAD MORE,5
Best this Mi Smart Band 4.. best features. perfect distance & steps counting. Best for the Athletic. design is Osm😍 Nice for lifestyle.READ MORE,5
GoodREAD MORE,5
Very poor product plz don't purches it if u purchase once then it will be not rutern they will huras you. Plz don't west your money I lost my 2000ruREAD MORE,1
Good productREAD MORE,5
SuperREAD MORE,5
Very good productREAD MORE,5
Nice productsREAD MORE,4
Product is worth for moneyREAD MORE,5
OKREAD MORE,3
Battery quality is very wickREAD MORE,1
Strap got broken after few months of useREAD MORE,3
Good productREAD MORE,5
Please mi smart band 4 battery is not good and I m not happy wit this and please come and take I want to order mi band 5READ MORE,5
NiceREAD MORE,5
Product is damageREAD MORE,1
Battery backup is very poorREAD MORE,1
Good productREAD MORE,5
GoodREAD MORE,5
bast watch i love itREAD MORE,5
Wow..READ MORE,5
Battery backup is just 5 to 6 hoursREAD MORE,1
Good productREAD MORE,5
Ultimate purchaseREAD MORE,5
Worth it!!!READ MORE,5
Value for money 🤑READ MORE,4
Verymuch disappointed.. Not able to pair it with the phoneREAD MORE,1
Nworth of buyingREAD MORE,4
GoodREAD MORE,5
Good product!!!READ MORE,4
Nice 🥰READ MORE,4
Very bad battery performance.(only 6-7) hours  performance the battery.Never buy this band from Flipkart.if you have any issue they will never return the product. worst product I received from Flipkart. And there is no option for return alsoREAD MORE,1
My son like it very thanksREAD MORE,5
Very nice 🙂.I love this productREAD MORE,5
Best bandREAD MORE,4
Quality his good and waterproof I have used inside the pool and many times in waterREAD MORE,4
Must buy product...nice one ...simply superb..READ MORE,4
❤️❤️👌🏼👌🏼 love itREAD MORE,5
Very nice product I love this bandREAD MORE,5
Wrost watch .....dont buy itREAD MORE,1
NiceREAD MORE,4
Lovely Product. But battery Backup is not as promised. Charged 100% and wearing from last 5 days for 24 hrs and today battery is 30%. So based on reverse calculation max it can survive upto 8 days.READ MORE,4
"1week still battery is 70 percent, good👍 nice product, call function, message intimate, overall goodREAD MORE",4
Design is superr.... but Strip is Weak Comparison in Mi band 3i!and battery Drainage problem.Loss 11% in 7-8 minutes.And Charging time 0 to 100% approximately 40-45 minutes.don't Buy.READ MORE,2
Nice watchREAD MORE,5
GoodREAD MORE,4
Fast delivery good product with good service man.READ MORE,5
Good productREAD MORE,5
Awesome product love thisREAD MORE,5
NYC ProductsREAD MORE,5
Value for moneyREAD MORE,5
Good lookingREAD MORE,3
NiceREAD MORE,4
It has no spo2 sensor. Keep in mind  .READ MORE,2
Battery backup is not good.READ MORE,3
"Really, love this bandREAD MORE",5
Best in this budget segment !!READ MORE,5
Nyc qualityREAD MORE,4
NiceREAD MORE,5
GoodREAD MORE,5
Worst .....very badREAD MORE,2
SuperbREAD MORE,5
Band is not goodREAD MORE,1
Very goodREAD MORE,5
I like More Than Other Bands.READ MORE,1
Awesome battery lifeREAD MORE,5
verry good productREAD MORE,5
Love it 😍READ MORE,5
Very nice 👍READ MORE,5
NiceREAD MORE,4
good productREAD MORE,4
goodREAD MORE,5
Very goodREAD MORE,4
Worst battery lifeREAD MORE,1
"Battery ,,,, no words ...simply superb....great companion...READ MORE",5
Worth to buy.READ MORE,5
NiceREAD MORE,5
Nice for this priceREAD MORE,4
Worst battery backupREAD MORE,1
value for money !READ MORE,5
Great product by Mi 👌🏻Go for it !READ MORE,4
Very good quality... Worthy oneREAD MORE,4
Nice product brilliantREAD MORE,5
Very good and nice qualityREAD MORE,5
Superb mi smart band 4 thanks ❤🙏READ MORE,5
